Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Precision,Recall,F1 Score,mAP
1,0.8762281719342019,0.8193267355362575,71.32845825716026,75.63559322033899,0.8068926747187617,0.7663622496839116,0.7688005258714234,0.06012056826724152
2,0.4178614315839068,0.9603674054145813,86.50213284582571,80.29661016949153,0.8031789196407136,0.8015666462240779,0.7760531142020711,0.05122223869348955
3,0.27937217481723686,0.7576800465583802,90.75258988421695,81.77966101694915,0.8051882143328971,0.8218220759278623,0.8078268419743163,0.05169745947449239
4,0.2557138392104975,0.6841283847888311,91.54478976234003,85.80508474576271,0.8477270274844874,0.8500710822546779,0.8460646921767165,0.060415124972200834
5,0.18947297692732903,0.6988325367371241,93.84521633150518,84.11016949152543,0.8396960567465208,0.8381153827835157,0.829880787899532,0.05486237572375669
6,0.15251411697420392,0.7934633572896321,94.68312004875077,84.7457627118644,0.8407968962690382,0.8459148351032053,0.8361451833988994,0.055231268521663573
7,0.15242462401793708,0.8528244684139887,94.8659354052407,83.6864406779661,0.8253339433161749,0.8376946121683365,0.8257010287493537,0.055014753139818885
8,0.131620052200516,0.843471673130989,95.58196221815966,81.77966101694915,0.8178890499218391,0.826763965112971,0.8160269386142768,0.0591644202218629
9,0.14257325709444804,0.6960306843121846,95.73430834856795,85.59322033898304,0.8421202767895536,0.8481106660655384,0.8439985336800191,0.055440637726487114
10,0.11812461976603904,0.8010500341653823,96.0237659963437,83.26271186440678,0.8311403713484576,0.8404048134872798,0.8291120050238034,0.0553827571615206
11,0.09143464450014628,0.9074494138360023,97.15112736136503,83.47457627118644,0.8249670565067188,0.8349787371431592,0.8243246143012694,0.05434093205142368
12,0.16161246336454038,0.933620660007,95.20109689213893,83.05084745762711,0.8224259451938024,0.833204416712888,0.8205689631264473,0.05874518304315865
13,0.11496911708319794,0.8285169313351314,96.35892748324193,84.7457627118644,0.8441355128219207,0.8511386294296153,0.844546802189202,0.05752213733792784
14,0.11287831435730518,0.7122848848501842,96.7702620353443,86.44067796610169,0.8544404345860376,0.8615753517376707,0.8567627017555973,0.060101577918243186
15,0.11270136551737098,0.8346588412920634,96.57221206581353,84.95762711864407,0.833340969196263,0.8453891773957555,0.8385532884824038,0.05664747172075891
16,0.05967591318202395,0.772338616847992,98.20231566118221,85.59322033898304,0.8480318174961279,0.8477129406037952,0.8460635299862389,0.05805800210572311
17,0.05930264196381226,0.8309078067541122,98.11090798293723,83.89830508474576,0.8361440777433803,0.8377157632195605,0.8314241561945406,0.05759107432607944
18,0.10761483060422092,0.9894460052251816,96.4503351614869,83.89830508474576,0.8355950608208985,0.8444406697716178,0.8371756497416445,0.06016154711490374
19,0.06294520068162085,0.8956778407096863,98.01950030469226,84.11016949152543,0.8386734916379184,0.8475244742857918,0.838975219733597,0.05893096974690145
20,0.05314053940186639,0.8173961694041888,98.35466179159049,87.71186440677967,0.8693300078163886,0.8693331230698228,0.8659624964287379,0.05792529591614491
21,0.08936998854505432,0.9347113609313965,97.21206581352834,84.7457627118644,0.8343640523700753,0.8361810117249487,0.8290981979765856,0.0555505130888855
22,0.08121968247900599,1.165195670723915,97.12065813528336,83.05084745762711,0.8335400801451968,0.8212717354915611,0.8224277325998877,0.05683729170347235
23,0.061904644652369244,1.0867401217420896,98.04996953077392,84.32203389830508,0.8310954878820987,0.8500544364817089,0.8355756311884387,0.05493121193141745
24,0.10728948752992579,1.277776649594307,96.69408897014016,82.20338983050847,0.8180452482676802,0.8327719433207399,0.8202308170473587,0.05673561059333718
25,0.09087011867397221,1.0248998840649923,96.92260816575259,85.80508474576271,0.8436891269879918,0.8522659568907422,0.844516731799322,0.05747880879397317
26,0.05844522431211374,0.8691068559885025,98.04996953077392,86.86440677966101,0.8698469007639491,0.8686806227092935,0.8643442883475546,0.05664399420626496
27,0.05868723591364631,0.9039199923475584,98.20231566118221,86.01694915254237,0.8562622374100907,0.84806936448725,0.8485977965198763,0.056711788176354964
28,0.06937889026074436,1.1445654074350993,98.01950030469226,82.20338983050847,0.8147874203444818,0.8270542327449167,0.8136607070230589,0.05777497945252184
29,0.09017474448152375,0.9796884894371033,97.07495429616088,84.53389830508475,0.8329861235269852,0.8458188966820918,0.8372804261234968,0.05891275357880162
30,0.05745335160958065,1.1522947549819946,98.27848872638636,82.83898305084746,0.8198384731026658,0.8301513191521207,0.8204261704983178,0.05665827293092762
31,0.04471004612430776,1.1792625606060028,98.62888482632542,84.11016949152543,0.8253109191745555,0.8453174989472335,0.8310542105641957,0.05774426161604491
32,0.04032951749351782,1.0798306345939637,98.58318098720292,84.95762711864407,0.8401005764995971,0.8501441444393549,0.8397647612087973,0.05583465443416665
33,0.025258259289348113,1.3194484025239945,99.26873857404021,83.47457627118644,0.8253286662891736,0.8305189134845709,0.8235899717175883,0.052336642694696345
34,0.09722223279780699,1.229174256324768,96.96831200487507,84.32203389830508,0.8340184363972312,0.845213161606307,0.8350819474706608,0.05628958813695265
35,0.06512317257126322,0.9223204960425695,97.69957343083486,85.59322033898304,0.8525042302264708,0.8512781718562359,0.8459537428479994,0.05368976456082868
36,0.04157796665688172,1.0126540909210842,98.76599634369288,84.95762711864407,0.8347344585054127,0.8500314648053986,0.8391640031802965,0.05623279968302319
37,0.043727523170285,1.129498607913653,98.73552711761121,84.7457627118644,0.8371165662015013,0.8471140933499881,0.8404345898575047,0.054843805947062466
38,0.043512263732922184,1.2822713228563467,98.75076173065204,85.80508474576271,0.8506891742974058,0.8574379870249345,0.8471559209544846,0.055333184439675186
39,0.05084589447527197,0.9219387878974279,98.33942717854967,86.65254237288136,0.8591043820561662,0.8562457592915518,0.8531366299551494,0.05757738090410653
40,0.07599455144203232,1.2120514194170633,97.85191956124315,82.41525423728814,0.828960301429447,0.8295871234011728,0.8225538738781965,0.05491063255286544
41,0.1100472432249836,1.2211773892243702,96.75502742230347,80.9322033898305,0.8050922371520698,0.8161115049323943,0.8022333602037383,0.05439564598349399
42,0.05653405086167306,1.1192663808663685,98.17184643510055,84.53389830508475,0.8294189229534058,0.8428519187973387,0.8326132974666248,0.05534925994682192
43,0.031975556884240135,1.0005086650451025,99.05545399146861,85.38135593220339,0.839135904407506,0.8538348104684659,0.8433954236292006,0.05388647718982554
44,0.04740204810358706,1.0059679965178172,98.59841560024375,85.59322033898304,0.8421423289617859,0.8496818228334163,0.8433890569305813,0.054299712170294695
45,0.030029561930648006,1.051185642182827,99.08592321755027,85.59322033898304,0.8447863391910692,0.8541321301794059,0.8470414837982424,0.05587243172315081
46,0.028484797071638965,1.1562314341465632,99.11639244363194,85.80508474576271,0.8469136832343456,0.8552710715090448,0.8483613561886415,0.05745200812949189
47,0.04185591401188698,1.2442979137102763,98.7812309567337,83.47457627118644,0.8227141165107438,0.8367799040527987,0.823316552818577,0.05680318849339936
48,0.04537374906476985,1.1298819020390511,98.53747714808044,84.95762711864407,0.8344419128862186,0.8383394442844071,0.831357743056801,0.05737386566712511
49,0.052598839835659376,1.0800223728020986,98.55271176112127,83.05084745762711,0.8144078359871013,0.8387872743319028,0.8228034402407189,0.05466679338471957
50,0.06808120533496195,0.9525997519493103,97.8823887873248,84.53389830508475,0.8347273290080196,0.8439152403393838,0.8366769765970069,0.057973014483793904
